0 5.9449
5 5.7368
8 5.7024
12  5.5448
16  5.4054
20  5.2634
24  5.1226
28  5.0367
32  4.9848
36  4.9124
40  4.9086
44  4.8598
48  4.8371
50  4.8378
52  4.8365
56  4.8454
60  4.8398
64  4.8465
